 연번 , 구분 , 호선 ,name,address, 소재지지번주소 ,disabled_man,disabled_woman, 화장실 상세위치 ,latitude,longitude,emergency_bell, 기저귀교환대설치유무-남자화장실 , 기저귀교환대설치유무-여자화장실 ,diaper
228, 공중화장실 ,6, 창신 , 서울특별시 종로구 창신동 20-8 창신역 , 서울특별시 종로구 창신동 2 ,있음,있음, 대합실 1층 E/V1호기 뒷편 ,37.579361,127.013092,있음,있음,있음,남여
229, 공중화장실 ,6, 보문(6) , 서울특별시 성북구 보문동 1가 127-1 보문역 , 서울특별시 성북구 보문동 1 ,있음,있음, 지하2층 대합실 아이센터 옆 ,37.58533,127.017202,있음,있음,없음,남자
230, 공중화장실 ,6, 안암 , 서울특별시 성북구 안암동5가 146-1 안암역 , 서울특별시 성북구 안암동5가 ,있음,있음," 대합실 B1층 3,4번출구 계단 인근 ",37.587422,127.029258,있음,있음,있음,남여
231, 공중화장실 ,6, 안암 , 서울특별시 성북구 안암동5가 146-1 안암역 , 서울특별시 성북구 안암동5가 ,있음,있음, 대합실 B2층 봉화산방면 승강장 계단 인근 ,37.587422,127.029258,있음,없음,없음,없음
232, 공중화장실 ,6, 고려대 , 서울특별시 성북구 종암동 29-18 고려대역 , 서울특별시 성북구 종암동 2 ,있음,있음, 지하 1층 대합실(게이트 안) ,37.590401,127.03367,있음,없음,없음,남여
233, 공중화장실 ,6, 월곡 , 서울특별시 성북구 하월곡동 35-1 월곡역 , 서울특별시 성북구 하월곡동  ,있음,있음, 지하 1층  ,37.601925,127.039341,있음,있음,없음,남자
234, 공중화장실 ,6, 상월곡 , 서울특별시 성북구 상월곡동 26-1 상월곡역 , 서울특별시 성북구 상월곡동  ,있음,있음,"  지하 2층 대합실(1, 4번출구방면) ",37.6066,127.046673,있음,있음,없음,남자
235, 공중화장실 ,6, 돌곶이 , 서울특별시 성북구 석관동 349-8 돌곶이역 , 서울특별시 성북구 석관동 3 ,있음,있음," 지하 1층 대합실(6,7번출구 사이) ",37.610493,127.054214,있음,없음,없음,없음
236, 공중화장실 ,6, 석계(6) , 서울특별시 노원구 월계동 25-2 석계역 , 서울특별시 노원구 월계동 2 ,있음,있음, 지하 1층 대합실(7번출구 앞) ,37.615233,127.064155,있음,있음,없음,남자
237, 공중화장실 ,6, 석계(6) , 서울특별시 노원구 월계동 25-2 석계역 , 서울특별시 노원구 월계동 2 ,있음,있음, 지하 2층 대합실(환승통로) ,37.615233,127.064155,있음,있음,없음,남자
238, 공중화장실 ,6, 태릉입구(6) ," 서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선) ", 서울특별시 노원구 공릉동 6 ,있음,있음, 대합실 지하1층 아이센터 옆 ,37.62187,127.086099,있음,있음,없음,남자
239, 공중화장실 ,6, 화랑대 , 서울특별시 노원구 공릉동 285-2 화랑대역 , 서울특별시 노원구 공릉동 2 ,있음,있음, 지하 1층 대합실(게이트 밖) ,37.621869,127.079533,있음,있음,있음,남여
240, 공중화장실 ,6, 봉화산 , 서울특별시 중랑구 신내동 643-1 봉화산역 , 서울특별시 중랑구 신내동 6 ,있음,있음, 지하 1층 대합실(고객상담실 옆) ,37.699655,127.050087,있음,없음,없음,없음
241, 공중화장실 ,7, 장암 , 경기도 의정부시 장암동 160-8 장암역 , 경기도 의정부시 장암동 16 ,있음,있음, 1층 게이트 옆 ,37.69995657,127.0528183,있음,있음,있음,남여
242, 공중화장실 ,7, 도봉산(7) , 서울특별시 도봉구 도봉동 38-3 도봉산역 , 서울특별시 도봉구 도봉동 3 ,있음,있음, 지상1층 대합실 앞 ,37.68963047,127.0464256,있음,있음,있음,남여
243, 공중화장실 ,7, 도봉산(7) , 서울특별시 도봉구 도봉동 38-3 도봉산역 , 서울특별시 도봉구 도봉동 3 ,있음,있음, 지상1층 환승통로  ,37.68963047,127.0464256,있음,있음,있음,남여
244, 공중화장실 ,7, 수락산 , 서울특별시 노원구 상계동 1132-9 수락산역 , 서울특별시 노원구 상계동 1 ,있음,있음, 대합실 지하2층 고객상담실 앞 ,37.665375,127.055425,있음,없음,없음,없음
245, 공중화장실 ,7, 마들 , 서울특별시 노원구 상계동 650 마들역 , 서울특별시 노원구 상계동 6 ,있음,있음, 대합실 B2 에스컬레이터 앞  ,37.654527,127.058362,있음,없음,없음,없음
246, 공중화장실 ,7, 노원(7) , 서울특별시 노원구 상계동 729-0 노원역(7호선) , 서울특별시 노원구 상계동 7 ,있음,있음," 지하2층대합실, 가아이센터앞 ",37.645494,127.061718,있음,없음,있음,여자
247, 공중화장실 ,7, 중계 , 서울특별시 노원구 중계동 503-3 중계역 , 서울특별시 노원구 중계동 5 ,있음,있음, 지하1층 1번출구 옆 ,37.63595,127.066024,있음,없음,없음,없음
248, 공중화장실 ,7, 하계 , 서울특별시 노원구 하계동 273-5 하계역 , 서울특별시 노원구 하계동 2 ,있음,있음, 지하1층 4번출구 ,37.625787,127.070705,있음,없음,없음,없음
249, 공중화장실 ,7, 공릉 , 서울특별시 노원구 공릉동 385-4 공릉역 , 서울특별시 노원구 공릉동 3 ,있음,있음, 지하1층 아이센터 앞 ,37.62554276,127.0730336,있음,없음,없음,없음
250, 공중화장실 ,7, 태릉입구(7) ," 서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선) ", 서울특별시 노원구 공릉동 6 ,있음,있음, 대합실 지하3층 고객상담실 앞 ,37.61845951,127.0754053,있음,없음,없음,없음
251, 공중화장실 ,7, 먹골 , 서울특별시 중랑구 묵동 189-5 먹골역 , 서울특별시 중랑구 묵동 18 ,있음,있음, B1층 대합실 ,37.61078,127.075518,있음,없음,없음,없음
252, 공중화장실 ,7, 중화 , 서울특별시 중랑구 중화동 50-3 중화역 , 서울특별시 중랑구 중화동 5 ,있음,있음, B1층  2번출구 방향 ,37.602572,127.077096,있음,없음,없음,없음
253, 공중화장실 ,7, 상봉(7) , 서울특별시 중랑구 상봉동 160-7 상봉역 , 서울특별시 중랑구 상봉동 1 ,있음,있음," B1층  1,2,5,6번출구앞 ",37.595254,127.083664,있음,없음,없음,없음
254, 공중화장실 ,7, 면목 , 서울특별시 중랑구 면목동 282-6 면목역 , 서울특별시 중랑구 면목동 2 ,있음,있음,  B1층 아이센터 앞 ,37.588745,127.085305,있음,없음,없음,없음
255, 공중화장실 ,7, 사가정 , 서울특별시 중랑구 면목동 495 사가정역 , 서울특별시 중랑구 면목동 4 ,있음,있음, B1층  1번출구 앞 ,37.580966,127.086314,있음,없음,없음,없음
256, 공중화장실 ,7, 용마산 , 서울특별시 중랑구 면목동 1382-13 용마산역 , 서울특별시 중랑구 면목동 1 ,있음,있음, B1층  1번출구 앞 ,37.573793,127.084629,있음,없음,없음,없음
257, 공중화장실 ,7, 중곡 , 서울특별시 광진구 중곡동 273-2 중곡역 , 서울특별시 광진구 중곡동 2 ,있음,있음, B2층  게이트 앞 ,37.565535,127.081897,있음,없음,없음,없음
258, 공중화장실 ,7, 어린이대공원 , 서울특별시 광진구 화양동 164-1 어린이대공원역 , 서울특별시 광진구 화양동 1 ,있음,있음, B2층  아이센터 옆 ,37.547905,127.072404,있음,없음,없음,없음
259, 공중화장실 ,7, 건대입구(7) , 서울특별시 광진구 화양동 6-3 건대입구역(7호선) , 서울특별시 광진구 화양동 6 ,있음,있음, B2층 게이트 옆 ,37.540389,127.067047,있음,없음,없음,없음
260, 공중화장실 ,7, 뚝섬유원지 , 서울특별시 광진구 자양동 73-2 뚝섬유원지역 , 서울특별시 광진구 자양동 7 ,있음,있음, 지상2층 대합실 ,37.531537,127.064502,있음,있음,있음,남여
261, 공중화장실 ,7, 청담 , 서울특별시 강남구 청담동 77-76 청담역 , 서울특별시 강남구 청담동 7 ,있음,있음, B3 대합실 나 I센터 옆 ,37.51912,127.049748,있음,있음,없음,남자
262, 공중화장실 ,7, 강남구청 , 서울특별시 강남구 삼성동 111-44 강남구청역 , 서울특별시 강남구 삼성동 1 ,있음,있음, B1층 대합실 가아이센터 맞은편 ,37.517473,127.03898,있음,없음,없음,없음
263, 공중화장실 ,7, 학동 , 서울특별시 강남구 논현동 279-67 학동역 , 서울특별시 강남구 논현동 2 ,있음,있음," B2 1,2번 출구 계단 옆 ",37.515323,127.027744,있음,없음,없음,없음
264, 공중화장실 ,7, 논현 , 서울특별시 강남구 논현동 280 논현역 , 서울특별시 강남구 논현동 2 ,있음,있음," 대합실 1층 7,8번 출구 근처 ",37.511206,127.019539,있음,없음,없음,없음
265, 공중화장실 ,7, 논현 , 서울특별시 강남구 논현동 280 논현역 , 서울특별시 강남구 논현동 2 ,있음,있음, 대합실 2층 왓슨스 매장 뒤편 ,37.511206,127.019539,있음,없음,없음,없음
266, 공중화장실 ,7, 반포 , 서울특별시 서초구 잠원동 103 반포역 , 서울특별시 서초구 잠원동 1 ,있음,있음, 대합실 지하2층 계단 옆 ,37.508213,127.009658,있음,있음,없음,남자
267, 공중화장실 ,7, 고속터미널(7) , 서울특별시 서초구 반포동 19-11 고속터미널역(7호선) , 서울특별시 서초구 반포동 1 ,있음,있음, 대합실 1층 3번출구 왼쪽 ,37.504914,127.002726,있음,없음,없음,없음
268, 공중화장실 ,7, 내방 , 서울특별시 서초구 방배동 874-16 내방역 , 서울특별시 서초구 방배동 8 ,있음,있음, 대합실 지하1층 5~8번출구방면 ,37.487707,126.991409,있음,있음,없음,남자
269, 공중화장실 ,7, 이수(7) , 서울특별시 동작구 사당동 144-4 이수역 , 서울특별시 동작구 사당동 1 ,있음,있음, 지하1층 연결통로 ,37.485936,126.979819,있음,있음,있음,남여
270, 공중화장실 ,7, 이수(7) , 서울특별시 동작구 사당동 144-4 이수역 , 서울특별시 동작구 사당동 1 ,있음,있음, 지하3층 (가)게이트안쪽 상선 내부계단 옆 ,37.485936,126.979819,있음,없음,없음,없음
271, 공중화장실 ,7, 남성 , 서울특별시 동작구 사당동 산 25-33 남성역 , 서울특별시 동작구 사당동 산 ,있음,있음, 대합실 상선 내부계단 옆 ,37.484876,126.968484,있음,없음,없음,없음
272, 공중화장실 ,7, 숭실대입구 , 서울특별시 동작구 상도동 514 숭실대입구역 , 서울특별시 동작구 상도동 5 ,있음,있음, 대합실2층 ,37.496374,126.951315,있음,없음,없음,없음
273, 공중화장실 ,7, 상도 , 서울특별시 동작구 상도1동 702-1 상도역 , 서울특별시 동작구 상도1동  ,있음,있음, 지하 2층 대합실 계단좌측 ,37.503072,126.945564,있음,없음,없음,없음
274, 공중화장실 ,7, 장승배기 , 서울특별시 동작구 상도동 26-20 장승배기역 , 서울특별시 동작구 상도동 2 ,있음,있음," 지하2층 대합실 5,6번 출구방향 내부계단 옆 ",37.504905,126.937002,있음,없음,없음,없음
275, 공중화장실 ,7, 신대방삼거리 , 서울특별시 동작구 대방동 406-10 신대방삼거리역 , 서울특별시 동작구 대방동 4 ,있음,있음, 대합실 2층 ,37.487519,126.911093,있음,있음,있음,남여
276, 공중화장실 ,7, 보라매 , 서울특별시 동작구 대방동 466-51 보라매역 , 서울특별시 동작구 대방동 4 ,있음,있음,  대합실 1층 3번출구 방향 ,37.499929,126.918093,있음,있음,있음,남여
277, 공중화장실 ,7, 신풍 , 서울특별시 영등포구 신길동 3599 신풍역 , 서울특별시 영등포구 신길동  ,있음,있음, 대합실 1층 5번출구방향 ,37.50013,126.90678,있음,있음,있음,남여
278, 공중화장실 ,7, 대림(7) , 서울특별시 구로구 대림동 1050-17 대림역(7호선) , 서울특별시 구로구 대림동 1 ,있음,있음, 대합실 1층 ,37.492981,126.893984,있음,없음,없음,없음
279, 공중화장실 ,7, 남구로 , 서울특별시 구로구 구로동 801-95 남구로역 , 서울특별시 구로구 구로동 8 ,있음,있음," 대합실 1층 2~5번출구 방향(E/S 7,8호기 옆) ",37.486051,126.885062,있음,있음,있음,남여
280, 공중화장실 ,7, 가산디지털단지(7) , 서울특별시 금천구 가산동 54-3 가산디지털단지역 , 서울특별시 금천구 가산동 5 ,있음,있음, 대합실 1층 4번출구 방향 ,37.48039597,126.8826618,있음,없음,없음,없음
281, 공중화장실 ,7, 철산 , 경기도 광명시 철산동 526 철산역 , 경기도 광명시 철산동 526 ,있음,있음, 대합실 1층 3번 출구 방향 ,37.47619284,126.868211,있음,없음,없음,없음
282, 공중화장실 ,7, 광명사거리 , 경기도 광명시 광명동 158-211 광명사거리역 , 경기도 광명시 광명동 158 ,있음,있음, 대합실 2층 연결통로( 가-ⓘ센터와 나-ⓘ센터 중간지점) ,37.479307,126.852486,있음,있음,있음,남여
283, 공중화장실 ,7, 천왕 , 서울특별시 구로구 오류동 174-6 천왕역 , 서울특별시 구로구 오류동 1 ,있음,있음, 대합실 1층 2번 출구 방향 ,37.486686,126.836492,있음,있음,있음,남여
284, 공중화장실 ,7, 온수(7) , 서울특별시 구로구 온수동 53-1 온수역(7호선) , 서울특별시 구로구 온수동 5 ,있음,있음, 대합실 1층 4번출구 방향 ,37.492151,126.821446,있음,없음,없음,없음
285, 공중화장실 ,8, 암사 , 서울특별시 강동구 암사동 501 암사역 , 서울특별시 강동구 암사동 5 ,있음,있음, 대합실 B1층 2번 출구 방향 ,37.550646,127.125659,있음,없음,없음,없음
286, 공중화장실 ,8, 강동구청 , 서울특별시 강동구 성내동 319 강동구청역 , 서울특별시 강동구 성내동 3 ,있음,있음, 대합실 B2층 게이트 옆 ,37.538374,127.115484,있음,없음,없음,없음
287, 공중화장실 ,8, 몽촌토성 , 서울특별시 송파구 신천동 19 몽촌토성역 , 서울특별시 송파구 신천동 1 ,있음,있음," 대합실 B1층 1,2,3번 출구 방향 ",37.517641,127.110551,있음,없음,없음,없음
288, 공중화장실 ,8, 잠실(8) , 서울특별시 송파구 잠실동 7-4 잠실역(8호선) , 서울특별시 송파구 잠실동 7 ,있음,있음, B1층 11번 출구 옆 ,37.513152,127.101221,있음,없음,없음,없음
289, 공중화장실 ,8, 석촌 , 서울특별시 송파구 석촌동 209 석촌역 , 서울특별시 송파구 석촌동 2 ,있음,있음, 대합실 B1층 게이트 옆 ,37.50541412,127.1070041,있음,없음,없음,없음
290, 공중화장실 ,8, 송파 , 서울특별시 송파구 가락동 459-4 송파역 , 서울특별시 송파구 가락동 4 ,있음,있음, 대합실 B1층 1번출구 방향 ,37.49971495,127.1121935,있음,없음,없음,없음
291, 공중화장실 ,8, 가락시장(8) ," 서울특별시 송파구 가락동 184-23 가락시장역(3, 8호선) ", 서울특별시 송파구 가락동 1 ,있음,있음,  B1층 대합실과 가락몰 연결통로 사이 ,37.49309925,127.1182628,있음,있음,있음,남여
292, 공중화장실 ,8, 문정 , 서울특별시 송파구 문정동 119-4 문정역 , 서울특별시 송파구 문정동 1 ,있음,있음, 대합실 B1층 2번출구 방향 ,37.495002,127.103639,있음,없음,없음,없음
293, 공중화장실 ,8, 장지 , 서울특별시 송파구 장지동 201-5 장지역 , 서울특별시 송파구 장지동 2 ,있음,있음," 대합실 B1층 3,4번출구 방면  ",37.482299,127.124225,있음,있음,있음,남여
294, 공중화장실 ,8, 복정(8) , 서울특별시 송파구 장지동 596-21 복정역 , 서울특별시 송파구 장지동 5 ,있음,있음, 대합실 지하1층 아이센터 근처 ,37.47074187,127.126724,있음,있음,없음,남자
295, 공중화장실 ,8, 남위례 , 경기도 성남시 수정구 공원로 601 남위례역 , 경기도 성남시 수정구 복정동 ,있음,있음, 대합실 지상2층 주출입구 근처 ,37.46272308,127.139351,있음,있음,있음,남여
296, 공중화장실 ,8, 산성 , 경기도 성남시 수정구 신흥동 7-4 산성역 , 경기도 성남시 수정구 신흥동 ,있음,있음," B1층 1,2번 출구 계단 오른쪽 ",37.470375,127.11793,있음,있음,없음,남자
297, 공중화장실 ,8, 남한산성입구 , 경기도 성남시 수정구 단대동 96 남한산성입구역 , 경기도 성남시 수정구 단대동 ,있음,있음, 대합실 지하2층 에스컬레이터 근처 ,37.451541,127.157632,있음,없음,없음,없음
298, 공중화장실 ,8, 단대오거리 , 경기도 성남시 수정구 신흥동 2467 단대오거리역 , 경기도 성남시 수정구 신흥동 ,있음,있음, 대합실 지하1층 2호기E/V 옆 ,37.445163,127.154033,있음,없음,없음,없음
299, 공중화장실 ,8, 신흥 , 경기도 성남시 수정구 신흥동 2467 신흥역 , 경기도 성남시 수정구 신흥동 ,있음,있음," B1층 대합실 1,2번 출구방면 ",37.440749,127.144161,있음,없음,없음,없음
300, 공중화장실 ,8, 수진 , 경기도 성남시 수정구 수진동 2205-1 수진역 , 경기도 성남시 수정구 수진동 ,있음,있음, 대합실 지하1층 편의점 옆 ,37.437611,127.138831,있음,있음,없음,남자
301, 공중화장실 ,8, 모란(8) , 경기도 성남시 수정구 수진동 4808 모란역 , 경기도 성남시 수정구 수진동 ,있음,있음, B2층 대합실 상행 E/S 옆 ,37.433072,127.127123,있음, 있음 ,없음,남자
